exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
44,40,1,0,1,1,0,1,0,9,1,5.39363,469,1,1,0,0,0,0,0,0,1936
45,35,1,0,1,1,0,1,0,9,1,5.43808,469,2,0,1,0,0,0,0,0,2025
46,39,1,0,1,1,0,1,0,9,1,4.60517,469,3,0,0,1,0,0,0,0,2116
47,40,1,0,1,1,0,1,0,9,1,5.0814,469,4,0,0,0,1,0,0,0,2209
48,39,1,0,1,1,0,1,0,9,1,5.273,469,5,0,0,0,0,1,0,0,2304
49,38,1,0,1,1,0,1,0,9,1,5.81413,469,6,0,0,0,0,0,1,0,2401
50,37,1,0,1,1,0,1,0,9,1,5.74939,469,7,0,0,0,0,0,0,1,2500
10,50,1,1,0,1,1,0,0,12,0,6.52942,470,1,1,0,0,0,0,0,0,100
11,50,1,1,0,1,1,0,0,12,0,6.62007,470,2,0,1,0,0,0,0,0,121
12,49,1,1,0,1,1,0,0,12,0,6.4599,470,3,0,0,1,0,0,0,0,144
13,52,0,1,1,1,1,0,0,12,0,7.00307,470,4,0,0,0,1,0,0,0,169
14,51,0,1,1,1,1,0,0,12,0,7.20786,470,5,0,0,0,0,1,0,0,196
15,50,0,1,0,0,1,0,0,12,0,7.46737,470,6,0,0,0,0,0,1,0,225
16,51,0,1,0,0,1,0,0,12,0,7.14913,470,7,0,0,0,0,0,0,1,256
29,49,0,0,0,1,1,0,0,16,0,6.65286,471,1,1,0,0,0,0,0,0,841
30,48,0,0,0,1,1,0,0,16,0,6.73102,471,2,0,1,0,0,0,0,0,900
31,48,0,0,0,1,1,0,0,16,0,6.82979,471,3,0,0,1,0,0,0,0,961
32,46,0,0,0,1,1,0,0,16,0,6.93245,471,4,0,0,0,1,0,0,0,1024
33,48,0,0,0,1,1,0,0,16,0,7.02554,471,5,0,0,0,0,1,0,0,1089
34,44,0,0,0,1,1,0,0,16,0,7.1309,471,6,0,0,0,0,0,1,0,1156
35,44,0,0,0,1,1,0,0,16,0,7.20786,471,7,0,0,0,0,0,0,1,1225
4,21,0,0,1,0,0,1,0,12,0,5.57973,472,1,1,0,0,0,0,0,0,16
5,42,0,0,1,0,0,1,0,12,0,5.73334,472,2,0,1,0,0,0,0,0,25
6,49,0,0,1,0,0,1,0,12,0,5.76832,472,3,0,0,1,0,0,0,0,36
7,49,0,0,1,0,0,1,0,12,0,5.86647,472,4,0,0,0,1,0,0,0,49
8,44,0,0,1,0,0,1,0,12,0,6.06611,472,5,0,0,0,0,1,0,0,64
9,47,0,0,1,0,0,1,0,12,0,6.23441,472,6,0,0,0,0,0,1,0,81
10,48,0,0,1,0,0,1,0,12,0,6.38688,472,7,0,0,0,0,0,0,1,100
5,50,1,0,0,0,1,0,1,14,0,6.42162,473,1,1,0,0,0,0,0,0,25
6,48,1,0,0,0,1,0,1,14,0,6.37502,473,2,0,1,0,0,0,0,0,36
7,48,1,0,0,0,1,0,1,14,0,6.58617,473,3,0,0,1,0,0,0,0,49
8,47,1,0,0,0,1,0,1,14,0,6.76273,473,4,0,0,0,1,0,0,0,64
9,50,1,0,0,0,1,0,1,14,0,6.74876,473,5,0,0,0,0,1,0,0,81
10,49,1,0,0,0,1,0,1,14,0,6.80239,473,6,0,0,0,0,0,1,0,100
11,46,1,0,0,0,1,0,1,14,0,6.93925,473,7,0,0,0,0,0,0,1,121
12,52,0,1,1,1,1,0,0,17,0,6.71538,474,1,1,0,0,0,0,0,0,144
13,50,0,1,1,1,1,0,0,17,0,6.74524,474,2,0,1,0,0,0,0,0,169
14,52,0,1,1,1,1,0,0,17,0,6.88244,474,3,0,0,1,0,0,0,0,196
15,51,0,1,1,1,1,0,0,17,0,6.98008,474,4,0,0,0,1,0,0,0,225
16,50,0,1,1,1,1,0,0,17,0,7.24423,474,5,0,0,0,0,1,0,0,256
17,51,0,0,1,1,1,0,0,17,0,7.43838,474,6,0,0,0,0,0,1,0,289
18,52,0,0,1,1,1,0,0,17,0,7.17702,474,7,0,0,0,0,0,0,1,324
17,48,1,0,0,0,1,0,1,12,0,6.81344,475,1,1,0,0,0,0,0,0,289
18,51,1,0,0,0,1,0,1,12,0,6.88244,475,2,0,1,0,0,0,0,0,324
19,50,1,0,0,0,1,0,1,12,0,7.00307,475,3,0,0,1,0,0,0,0,361
20,49,1,0,0,0,1,0,1,12,0,7.17012,475,4,0,0,0,1,0,0,0,400
21,50,1,0,0,0,1,0,1,12,0,7.17778,475,5,0,0,0,0,1,0,0,441
22,48,1,0,0,0,1,0,1,12,0,7.24423,475,6,0,0,0,0,0,1,0,484
23,48,1,0,0,0,1,0,1,12,0,7.39326,475,7,0,0,0,0,0,0,1,529
26,47,1,1,0,1,1,0,1,10,0,5.8693,476,1,1,0,0,0,0,0,0,676
27,49,1,1,0,1,1,0,1,10,0,5.85793,476,2,0,1,0,0,0,0,0,729
28,38,1,1,0,1,1,0,1,10,0,5.87774,476,3,0,0,1,0,0,0,0,784
29,8,0,0,0,1,1,0,0,10,0,5.85793,476,4,0,0,0,1,0,0,0,841
30,43,1,1,0,1,1,0,0,10,0,6.58617,476,5,0,0,0,0,1,0,0,900
31,52,1,1,0,1,1,0,0,10,0,6.35437,476,6,0,0,0,0,0,1,0,961
32,52,1,1,0,1,1,0,0,10,0,6.58617,476,7,0,0,0,0,0,0,1,1024
10,47,0,1,0,1,1,0,1,12,0,6.2804,477,1,1,0,0,0,0,0,0,100
11,26,0,1,0,1,1,0,1,12,0,6.44572,477,2,0,1,0,0,0,0,0,121
12,48,0,1,0,1,1,0,1,12,0,6.48004,477,3,0,0,1,0,0,0,0,144
13,48,0,1,0,1,1,0,1,12,0,6.77422,477,4,0,0,0,1,0,0,0,169
14,48,0,1,0,1,1,0,1,12,0,6.83195,477,5,0,0,0,0,1,0,0,196
15,46,0,1,0,1,1,0,1,12,0,6.90776,477,6,0,0,0,0,0,1,0,225
16,49,1,1,0,1,1,0,1,12,0,7.00307,477,7,0,0,0,0,0,0,1,256
3,49,1,1,0,1,1,0,1,16,0,6.25383,478,1,1,0,0,0,0,0,0,9
4,49,1,1,0,1,1,0,1,16,0,6.46147,478,2,0,1,0,0,0,0,0,16
5,48,1,1,0,1,1,0,1,16,0,6.53669,478,3,0,0,1,0,0,0,0,25
6,47,1,1,0,1,1,0,1,16,0,6.62007,478,4,0,0,0,1,0,0,0,36
7,49,0,1,0,1,1,0,1,16,0,6.63595,478,5,0,0,0,0,1,0,0,49
8,49,0,1,0,1,1,0,1,16,0,6.7511,478,6,0,0,0,0,0,1,0,64
9,50,0,0,0,1,1,0,0,16,0,6.85646,478,7,0,0,0,0,0,0,1,81
21,48,1,0,1,1,1,0,0,12,0,6.90575,479,1,1,0,0,0,0,0,0,441
22,48,1,0,1,1,1,0,0,12,0,6.90575,479,2,0,1,0,0,0,0,0,484
23,48,1,0,1,1,1,0,0,12,0,7.23418,479,3,0,0,1,0,0,0,0,529
24,48,1,0,1,1,0,0,0,12,0,7.2998,479,4,0,0,0,1,0,0,0,576
25,48,1,0,1,1,1,0,0,12,0,7.31322,479,5,0,0,0,0,1,0,0,625
26,48,1,0,1,1,1,0,0,12,0,7.37588,479,6,0,0,0,0,0,1,0,676
27,47,1,0,1,1,1,0,0,12,0,7.61874,479,7,0,0,0,0,0,0,1,729
17,51,1,1,1,0,1,0,0,12,0,5.59842,480,1,1,0,0,0,0,0,0,289
18,50,1,1,1,0,1,0,0,12,0,6.21461,480,2,0,1,0,0,0,0,0,324
19,50,1,1,1,0,1,0,0,12,0,6.10925,480,3,0,0,1,0,0,0,0,361
20,50,1,1,1,0,1,0,1,12,0,6.2634,480,4,0,0,0,1,0,0,0,400
21,48,1,1,1,0,1,0,1,12,0,6.55108,480,5,0,0,0,0,1,0,0,441
22,45,1,1,1,0,1,0,1,12,0,6.80239,480,6,0,0,0,0,0,1,0,484
23,42,1,1,1,0,1,0,1,12,0,6.95655,480,7,0,0,0,0,0,0,1,529
18,48,0,0,1,0,1,0,0,7,0,5.70378,481,1,1,0,0,0,0,0,0,324
19,50,0,0,1,0,1,0,0,7,0,5.72031,481,2,0,1,0,0,0,0,0,361
20,50,0,0,1,0,1,0,0,7,0,5.99146,481,3,0,0,1,0,0,0,0,400
21,50,0,0,1,0,1,0,0,7,0,6.05209,481,4,0,0,0,1,0,0,0,441
22,48,0,0,1,0,1,0,0,7,0,6.21461,481,5,0,0,0,0,1,0,0,484
23,48,0,0,1,0,1,0,0,7,0,6.2634,481,6,0,0,0,0,0,1,0,529
24,49,0,1,1,0,1,0,0,7,0,6.30992,481,7,0,0,0,0,0,0,1,576
10,44,1,0,1,1,1,0,0,11,0,6.35437,482,1,1,0,0,0,0,0,0,100
11,49,1,0,1,1,1,0,0,11,0,6.35437,482,2,0,1,0,0,0,0,0,121
12,50,1,0,1,1,1,0,0,11,0,6.53669,482,3,0,0,1,0,0,0,0,144
13,49,1,0,1,1,1,0,0,11,0,6.60665,482,4,0,0,0,1,0,0,0,169
14,48,1,0,1,1,1,0,0,11,0,6.60665,482,5,0,0,0,0,1,0,0,196
15,48,1,0,1,1,1,0,0,11,0,6.75693,482,6,0,0,0,0,0,1,0,225
16,49,1,0,1,1,1,0,0,11,0,6.95177,482,7,0,0,0,0,0,0,1,256
7,50,0,0,1,1,0,0,1,14,1,6.07535,483,1,1,0,0,0,0,0,0,49
8,50,0,0,1,1,0,0,1,14,1,6.35437,483,2,0,1,0,0,0,0,0,64
9,49,0,0,1,1,0,0,1,14,1,6.58617,483,3,0,0,1,0,0,0,0,81
10,48,0,0,1,1,0,0,1,14,1,6.58893,483,4,0,0,0,1,0,0,0,100
11,46,0,0,1,1,0,0,1,14,1,6.59304,483,5,0,0,0,0,1,0,0,121
12,49,0,0,1,1,0,0,1,14,1,6.84268,483,6,0,0,0,0,0,1,0,144
13,47,0,0,1,1,0,0,1,14,1,6.97261,483,7,0,0,0,0,0,0,1,169
7,44,1,0,0,1,1,0,1,10,0,6.56103,484,1,1,0,0,0,0,0,0,49
8,49,1,0,0,1,1,0,1,10,0,6.90575,484,2,0,1,0,0,0,0,0,64
9,45,1,0,0,1,1,0,1,10,0,6.7334,484,3,0,0,1,0,0,0,0,81
10,49,1,0,0,1,1,0,1,10,0,6.8742,484,4,0,0,0,1,0,0,0,100
11,47,1,0,0,1,1,0,1,10,0,7.03439,484,5,0,0,0,0,1,0,0,121
12,49,1,0,0,1,1,0,1,10,0,7.03527,484,6,0,0,0,0,0,1,0,144
13,39,1,0,0,1,1,0,1,10,0,7.19669,484,7,0,0,0,0,0,0,1,169
18,49,0,1,0,1,1,0,1,12,0,6.35611,485,1,1,0,0,0,0,0,0,324
19,49,0,1,0,1,1,0,1,12,0,6.49224,485,2,0,1,0,0,0,0,0,361
20,49,0,1,0,1,1,0,1,12,0,6.65929,485,3,0,0,1,0,0,0,0,400
21,49,0,1,0,1,1,0,1,12,0,6.56948,485,4,0,0,0,1,0,0,0,441
22,49,0,1,0,1,1,0,1,12,0,6.80017,485,5,0,0,0,0,1,0,0,484
23,49,0,1,0,1,1,0,1,12,0,6.73102,485,6,0,0,0,0,0,1,0,529
24,48,0,1,0,1,1,0,1,12,0,6.9256,485,7,0,0,0,0,0,0,1,576
32,48,1,0,0,1,1,0,1,9,0,6.90575,486,1,1,0,0,0,0,0,0,1024
33,52,1,0,0,1,1,0,1,9,0,6.90575,486,2,0,1,0,0,0,0,0,1089
34,50,1,0,0,1,1,0,1,9,0,6.95655,486,3,0,0,1,0,0,0,0,1156
35,51,1,0,0,1,1,0,1,9,0,7.02554,486,4,0,0,0,1,0,0,0,1225
36,43,1,0,0,1,1,0,1,9,0,7.09008,486,5,0,0,0,0,1,0,0,1296
37,50,1,0,0,1,1,0,1,9,0,7.09008,486,6,0,0,0,0,0,1,0,1369
38,49,1,0,0,1,1,0,1,9,0,7.24423,486,7,0,0,0,0,0,0,1,1444
10,49,0,0,0,1,1,0,1,15,0,6.72743,487,1,1,0,0,0,0,0,0,100
11,49,0,0,0,1,1,0,1,15,0,6.80239,487,2,0,1,0,0,0,0,0,121
12,48,0,0,0,1,1,0,1,15,0,6.88653,487,3,0,0,1,0,0,0,0,144
13,48,0,0,0,1,1,0,1,15,0,6.95655,487,4,0,0,0,1,0,0,0,169
14,47,0,0,0,1,1,0,1,15,0,7.09008,487,5,0,0,0,0,1,0,0,196
15,46,0,0,0,1,1,0,1,15,0,7.26193,487,6,0,0,0,0,0,1,0,225
16,43,0,0,0,1,1,0,1,15,0,7.42833,487,7,0,0,0,0,0,0,1,256
26,41,1,0,0,1,1,0,1,12,0,6.55251,488,1,1,0,0,0,0,0,0,676
27,47,1,0,0,1,1,0,1,12,0,6.62407,488,2,0,1,0,0,0,0,0,729
28,32,1,0,0,0,1,0,1,12,0,6.78672,488,3,0,0,1,0,0,0,0,784
29,46,1,0,0,0,1,0,1,12,0,6.83087,488,4,0,0,0,1,0,0,0,841
30,44,1,0,0,0,1,0,1,12,0,7.04491,488,5,0,0,0,0,1,0,0,900
31,45,1,0,0,0,1,0,1,12,0,7.02643,488,6,0,0,0,0,0,1,0,961
32,23,1,0,0,0,1,0,1,12,0,7.13569,488,7,0,0,0,0,0,0,1,1024
31,50,0,0,1,1,1,0,0,12,0,6.5903,489,1,1,0,0,0,0,0,0,961
32,50,0,0,1,1,1,0,0,12,0,6.62007,489,2,0,1,0,0,0,0,0,1024
33,50,0,0,1,1,1,0,0,12,0,6.65286,489,3,0,0,1,0,0,0,0,1089
34,50,0,0,1,1,1,0,0,12,0,6.71538,489,4,0,0,0,1,0,0,0,1156
35,51,0,0,1,1,1,0,0,12,0,6.77422,489,5,0,0,0,0,1,0,0,1225
36,50,1,0,1,1,1,0,0,12,0,6.85646,489,6,0,0,0,0,0,1,0,1296
37,51,0,0,1,1,1,0,0,12,0,6.93245,489,7,0,0,0,0,0,0,1,1369
24,46,0,1,0,1,0,0,0,16,0,6.80239,490,1,1,0,0,0,0,0,0,576
25,45,0,1,0,1,0,0,0,16,0,6.90575,490,2,0,1,0,0,0,0,0,625
26,47,0,1,0,1,1,0,1,16,0,6.90776,490,3,0,0,1,0,0,0,0,676
27,49,0,1,0,1,1,0,0,16,0,7.01481,490,4,0,0,0,1,0,0,0,729
28,47,0,1,0,1,1,0,0,16,0,7.03878,490,5,0,0,0,0,1,0,0,784
29,47,0,1,0,1,1,0,0,16,0,6.9489,490,6,0,0,0,0,0,1,0,841
30,49,0,1,0,1,1,0,0,16,0,7.19669,490,7,0,0,0,0,0,0,1,900
7,12,1,0,0,1,1,0,1,12,0,6.27288,491,1,1,0,0,0,0,0,0,49
8,25,1,0,0,1,1,0,1,12,0,6.46303,491,2,0,1,0,0,0,0,0,64
9,49,1,0,0,1,1,0,1,12,0,6.53088,491,3,0,0,1,0,0,0,0,81
10,51,1,0,0,1,1,0,1,12,0,6.6695,491,4,0,0,0,1,0,0,0,100
11,50,1,0,0,1,1,0,1,12,0,6.66696,491,5,0,0,0,0,1,0,0,121
12,50,1,0,0,1,1,0,0,12,0,7.02554,491,6,0,0,0,0,0,1,0,144
13,46,1,0,0,1,0,0,0,12,0,7.02554,491,7,0,0,0,0,0,0,1,169
22,48,0,0,0,1,0,1,1,12,0,6.15698,492,1,1,0,0,0,0,0,0,484
23,47,0,0,0,1,0,1,1,12,0,6.10925,492,2,0,1,0,0,0,0,0,529
24,48,0,0,0,1,0,1,1,12,0,6.33683,492,3,0,0,1,0,0,0,0,576
25,49,0,0,0,1,0,1,1,12,0,6.35957,492,4,0,0,0,1,0,0,0,625
26,48,0,0,0,1,0,1,1,12,0,6.58755,492,5,0,0,0,0,1,0,0,676
27,47,0,0,0,1,0,1,1,12,0,6.71296,492,6,0,0,0,0,0,1,0,729
28,47,0,0,0,1,0,1,1,12,0,5.84932,492,7,0,0,0,0,0,0,1,784
12,50,0,1,1,0,1,0,0,14,0,6.55108,493,1,1,0,0,0,0,0,0,144
13,50,0,1,1,1,1,0,0,14,0,6.62007,493,2,0,1,0,0,0,0,0,169
14,48,0,1,1,1,1,0,0,14,0,6.70073,493,3,0,0,1,0,0,0,0,196
15,49,0,1,1,1,1,0,0,14,0,6.77194,493,4,0,0,0,1,0,0,0,225
16,49,0,1,1,1,1,0,0,14,0,6.85646,493,5,0,0,0,0,1,0,0,256
17,49,0,1,1,1,1,0,0,14,0,7.09008,493,6,0,0,0,0,0,1,0,289
18,49,1,1,1,1,1,0,0,14,0,6.97261,493,7,0,0,0,0,0,0,1,324
39,44,1,1,0,1,0,1,1,14,1,5.94803,494,1,1,0,0,0,0,0,0,1521
40,48,1,1,0,1,0,1,1,14,1,6.05209,494,2,0,1,0,0,0,0,0,1600
41,35,1,1,0,1,0,1,1,14,1,6.11589,494,3,0,0,1,0,0,0,0,1681
42,48,1,1,0,1,0,1,1,14,1,6.18002,494,4,0,0,0,1,0,0,0,1764
43,48,1,1,0,1,0,1,1,14,1,6.25958,494,5,0,0,0,0,1,0,0,1849
44,48,1,1,0,1,0,1,1,14,1,6.31536,494,6,0,0,0,0,0,1,0,1936
45,48,1,1,0,1,0,1,1,14,1,6.36819,494,7,0,0,0,0,0,0,1,2025
8,41,1,0,0,0,1,0,0,14,0,6.21461,495,1,1,0,0,0,0,0,0,64
9,42,1,0,0,0,1,0,0,14,0,6.30992,495,2,0,1,0,0,0,0,0,81
10,48,1,0,0,1,1,0,1,14,0,6.68461,495,3,0,0,1,0,0,0,0,100
11,52,1,0,0,1,1,0,1,14,0,6.74288,495,4,0,0,0,1,0,0,0,121
12,51,1,0,0,1,1,0,1,14,0,6.81344,495,5,0,0,0,0,1,0,0,144
13,51,1,0,0,1,1,0,1,14,0,6.80239,495,6,0,0,0,0,0,1,0,169
14,49,1,0,0,1,1,0,1,14,0,6.95655,495,7,0,0,0,0,0,0,1,196
33,41,1,1,0,1,1,0,1,8,0,6.90575,496,1,1,0,0,0,0,0,0,1089
34,45,1,1,0,1,1,0,1,8,0,6.90575,496,2,0,1,0,0,0,0,0,1156
35,47,1,1,0,1,1,0,1,8,0,7.18463,496,3,0,0,1,0,0,0,0,1225
36,46,1,1,0,1,1,0,1,8,0,7.28893,496,4,0,0,0,1,0,0,0,1296
37,43,1,1,0,1,1,0,1,8,0,7.3908,496,5,0,0,0,0,1,0,0,1369
38,47,1,1,0,1,1,0,1,8,0,7.48661,496,6,0,0,0,0,0,1,0,1444
39,46,1,1,0,1,1,0,1,8,0,7.5606,496,7,0,0,0,0,0,0,1,1521
15,49,1,0,0,1,1,0,0,14,0,6.90575,497,1,1,0,0,0,0,0,0,225
16,49,0,0,0,1,1,0,0,14,0,6.90575,497,2,0,1,0,0,0,0,0,256
17,49,0,0,0,1,1,0,0,14,0,7.09008,497,3,0,0,1,0,0,0,0,289
18,48,0,0,0,1,1,0,0,14,0,7.24423,497,4,0,0,0,1,0,0,0,324
19,48,0,0,0,1,1,0,0,14,0,7.35436,497,5,0,0,0,0,1,0,0,361
20,48,0,0,0,1,1,0,0,14,0,7.29097,497,6,0,0,0,0,0,1,0,400
21,47,0,0,0,1,1,0,0,14,0,7.46737,497,7,0,0,0,0,0,0,1,441
20,46,0,0,0,1,0,1,0,12,0,6.2634,498,1,1,0,0,0,0,0,0,400
21,49,0,0,0,1,0,1,0,12,0,6.30079,498,2,0,1,0,0,0,0,0,441
22,48,0,0,0,1,0,1,0,12,0,6.39693,498,3,0,0,1,0,0,0,0,484
23,49,0,0,0,1,0,1,0,12,0,6.39693,498,4,0,0,0,1,0,0,0,529
24,49,0,0,0,1,0,1,0,12,0,6.5582,498,5,0,0,0,0,1,0,0,576
25,35,0,0,0,1,0,1,0,12,0,6.77422,498,6,0,0,0,0,0,1,0,625
26,36,0,0,0,1,0,1,0,12,0,6.86901,498,7,0,0,0,0,0,0,1,676
34,6,1,1,0,1,1,0,1,11,0,6.35957,499,1,1,0,0,0,0,0,0,1156
35,48,1,1,0,1,1,0,1,11,0,6.45677,499,2,0,1,0,0,0,0,0,1225
36,47,1,1,0,1,1,0,1,11,0,6.61338,499,3,0,0,1,0,0,0,0,1296
37,45,1,1,0,1,1,0,1,11,0,6.63988,499,4,0,0,0,1,0,0,0,1369
38,44,1,1,0,1,1,0,1,11,0,6.77422,499,5,0,0,0,0,1,0,0,1444
39,47,1,1,0,1,1,0,1,11,0,6.79122,499,6,0,0,0,0,0,1,0,1521
40,47,1,1,0,1,1,0,1,11,0,6.84055,499,7,0,0,0,0,0,0,1,1600
3,46,0,0,0,0,1,0,0,17,0,6.62007,500,1,1,0,0,0,0,0,0,9
4,48,0,0,0,0,1,0,0,17,0,6.62007,500,2,0,1,0,0,0,0,0,16
5,48,0,0,0,0,1,0,0,17,0,6.68461,500,3,0,0,1,0,0,0,0,25
6,49,0,0,0,0,1,0,0,17,0,6.88755,500,4,0,0,0,1,0,0,0,36
7,49,0,0,0,0,1,0,0,17,0,6.85646,500,5,0,0,0,0,1,0,0,49
8,49,0,0,0,0,1,0,0,17,0,5.98896,500,6,0,0,0,0,0,1,0,64
9,48,0,0,1,1,1,0,0,17,0,6.12687,500,7,0,0,0,0,0,0,1,81
28,46,1,1,1,1,1,0,1,12,0,6.35957,501,1,1,0,0,0,0,0,0,784
29,47,1,1,1,1,1,0,1,12,0,6.45205,501,2,0,1,0,0,0,0,0,841
30,47,1,1,1,1,1,0,1,12,0,6.52942,501,3,0,0,1,0,0,0,0,900
31,46,1,1,1,1,1,0,1,12,0,6.63857,501,4,0,0,0,1,0,0,0,961
32,46,1,1,1,1,1,0,1,12,0,6.79122,501,5,0,0,0,0,1,0,0,1024
33,38,1,1,1,1,1,0,1,12,0,6.95655,501,6,0,0,0,0,0,1,0,1089
34,45,0,1,1,1,1,0,1,12,0,7.03439,501,7,0,0,0,0,0,0,1,1156
14,44,0,0,0,0,0,1,0,17,0,6.64639,502,1,1,0,0,0,0,0,0,196
15,44,0,0,0,0,0,1,1,17,0,6.71538,502,2,0,1,0,0,0,0,0,225
16,44,0,0,0,0,0,1,1,17,0,6.77422,502,3,0,0,1,0,0,0,0,256
17,44,0,0,0,0,0,1,1,17,0,6.95655,502,4,0,0,0,1,0,0,0,289
18,44,0,0,0,0,0,1,1,17,0,6.95655,502,5,0,0,0,0,1,0,0,324
19,44,0,0,0,0,0,1,1,17,0,7.20786,502,6,0,0,0,0,0,1,0,361
20,41,0,0,0,0,0,1,1,17,0,7.18917,502,7,0,0,0,0,0,0,1,400
7,46,1,0,0,1,1,0,1,12,0,6.80239,503,1,1,0,0,0,0,0,0,49
8,40,1,0,0,1,1,0,1,12,0,6.90575,503,2,0,1,0,0,0,0,0,64
9,45,1,0,0,1,1,0,1,12,0,7.1025,503,3,0,0,1,0,0,0,0,81
10,46,1,0,0,1,1,0,1,12,0,7.12769,503,4,0,0,0,1,0,0,0,100
11,47,1,0,0,1,1,0,1,12,0,7.18311,503,5,0,0,0,0,1,0,0,121
12,46,1,0,0,1,1,0,1,12,0,7.35372,503,6,0,0,0,0,0,1,0,144
13,49,1,0,0,1,1,0,1,12,0,7.40001,503,7,0,0,0,0,0,0,1,169
8,46,0,1,0,1,1,0,1,12,0,6.49072,504,1,1,0,0,0,0,0,0,64
9,49,1,1,0,1,1,0,0,12,0,6.64509,504,2,0,1,0,0,0,0,0,81
10,47,1,1,0,1,0,0,0,12,0,6.80239,504,3,0,0,1,0,0,0,0,100
11,46,1,1,0,1,0,0,0,12,0,6.73102,504,4,0,0,0,1,0,0,0,121
12,40,1,1,0,1,1,0,0,12,0,7.03703,504,5,0,0,0,0,1,0,0,144
13,46,1,1,0,1,1,0,0,12,0,6.49072,504,6,0,0,0,0,0,1,0,169
14,48,1,1,0,1,1,0,1,12,0,7.31122,504,7,0,0,0,0,0,0,1,196
23,48,0,0,0,0,1,0,0,16,0,6.90575,505,1,1,0,0,0,0,0,0,529
24,47,0,0,0,0,1,0,0,16,0,6.90575,505,2,0,1,0,0,0,0,0,576
25,48,0,0,0,0,1,0,0,16,0,7.43838,505,3,0,0,1,0,0,0,0,625
26,48,0,0,0,0,1,0,0,16,0,7.6009,505,4,0,0,0,1,0,0,0,676
27,48,0,0,0,0,1,0,0,16,0,6.77422,505,5,0,0,0,0,1,0,0,729
28,48,0,0,0,0,1,0,0,16,0,7.62071,505,6,0,0,0,0,0,1,0,784
29,47,0,0,0,0,1,0,0,16,0,7.79028,505,7,0,0,0,0,0,0,1,841
5,52,1,0,0,1,1,0,0,12,0,6.35437,506,1,1,0,0,0,0,0,0,25
6,51,1,0,0,1,1,0,0,12,0,6.43775,506,2,0,1,0,0,0,0,0,36
7,51,1,0,0,1,1,0,0,12,0,6.55108,506,3,0,0,1,0,0,0,0,49
8,51,1,0,0,1,1,0,0,12,0,6.68461,506,4,0,0,0,1,0,0,0,64
9,52,1,0,0,1,1,0,0,12,0,6.74524,506,5,0,0,0,0,1,0,0,81
10,51,1,0,0,1,1,0,0,12,0,6.68461,506,6,0,0,0,0,0,1,0,100
11,46,1,0,0,1,1,0,0,12,0,6.80239,506,7,0,0,0,0,0,0,1,121
22,51,1,0,0,0,1,0,0,12,0,6.21461,507,1,1,0,0,0,0,0,0,484
23,44,1,0,0,0,1,0,0,12,0,6.30992,507,2,0,1,0,0,0,0,0,529
24,38,1,0,0,0,1,0,0,12,0,6.37161,507,3,0,0,1,0,0,0,0,576
25,39,1,0,0,0,1,0,0,12,0,6.39693,507,4,0,0,0,1,0,0,0,625
26,52,1,0,0,0,1,0,0,12,0,6.55108,507,5,0,0,0,0,1,0,0,676
27,51,1,0,0,0,1,0,0,12,0,6.55108,507,6,0,0,0,0,0,1,0,729
28,51,1,0,0,0,1,0,0,12,0,6.71538,507,7,0,0,0,0,0,0,1,784
34,48,1,0,0,0,1,0,0,12,0,6.28227,508,1,1,0,0,0,0,0,0,1156
35,49,1,0,0,0,1,0,0,12,0,6.51471,508,2,0,1,0,0,0,0,0,1225
36,50,1,0,0,0,1,0,0,12,0,6.58617,508,3,0,0,1,0,0,0,0,1296
37,49,1,0,0,0,1,0,0,12,0,6.71538,508,4,0,0,0,1,0,0,0,1369
38,50,1,0,0,0,1,0,0,12,0,6.7511,508,5,0,0,0,0,1,0,0,1444
39,48,0,0,0,0,1,0,0,12,0,6.4552,508,6,0,0,0,0,0,1,0,1521
40,50,0,0,0,0,1,0,0,12,0,6.7093,508,7,0,0,0,0,0,0,1,1600
18,50,0,1,0,1,1,0,0,12,0,6.39526,509,1,1,0,0,0,0,0,0,324
19,50,1,1,0,1,1,0,0,12,0,6.49072,509,2,0,1,0,0,0,0,0,361
20,49,1,1,0,1,1,0,0,12,0,6.59578,509,3,0,0,1,0,0,0,0,400
21,49,0,1,0,1,1,0,0,12,0,6.64118,509,4,0,0,0,1,0,0,0,441
22,48,0,1,0,1,1,0,0,12,0,6.80239,509,5,0,0,0,0,1,0,0,484
23,48,0,1,0,1,1,0,0,12,0,6.9187,509,6,0,0,0,0,0,1,0,529
24,48,0,1,0,1,1,0,0,12,0,6.96035,509,7,0,0,0,0,0,0,1,576
6,50,0,0,0,1,1,0,0,16,0,6.90575,510,1,1,0,0,0,0,0,0,36
7,50,0,0,0,1,1,0,0,16,0,6.90575,510,2,0,1,0,0,0,0,0,49
8,50,0,0,0,1,1,0,0,16,0,7.17012,510,3,0,0,1,0,0,0,0,64
9,50,0,0,0,1,1,0,0,16,0,7.27932,510,4,0,0,0,1,0,0,0,81
10,50,0,0,0,1,1,0,0,16,0,7.31322,510,5,0,0,0,0,1,0,0,100
11,49,0,0,0,1,1,0,0,16,0,7.37776,510,6,0,0,0,0,0,1,0,121
12,50,0,0,0,1,1,0,0,16,0,7.34923,510,7,0,0,0,0,0,0,1,144
12,50,1,0,0,1,1,0,0,13,0,6.19441,511,1,1,0,0,0,0,0,0,144
